rank,resource_name,da_energy_rev,rt_energy_rev,deviation_penalty,regup_rev,regdn_rev,rrs_rev,ecrs_rev,nonspin_rev,total_rev,settlement_point,hsl,qse,company,capacity_mw,site,eff_capacity_mw,duration_hours
284,AMAD_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMAD_ESS_RN,0.0,QGRIE4,YBTAMS,,,0.0,1.42
285,MESQUITE_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MESQUITE_RN2,0.0,QSYSO,YMSCEC,,,0.0,1.42
286,GRIZZLY_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POTSVIL_RN,9.9,QPRIO1,YGRIZZ,,,9.9,1.42
287,PALMVIEW_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
288,HARLIN_1_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARLIN_1_RN,0.0,QTEN26,SMT Energy,10.0,Harlingen II,10.0,1.0
289,HDNLAKES_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HDNLAKES_RN,0.0,QTEN26,YSBES6,,,0.0,1.42
290,BIRD_BES_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIRD_ESR1,0.0,QEDIS7,YVES37,,,0.0,1.29
291,OR_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR_BESS_RN,9.9,QCWPE3,YIEPTE,,,9.9,1.42
292,NEDIN_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEDIN_RN,0.0,QTEN26,YINFGC,,,0.0,1.42
293,TORR_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TORR_ALL,0.0,QFPL33,YNEXTE,,,0.0,1.42
294,APPLE_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLE_ESR_RN,0.0,QTEN26,YAPPFR,,,0.0,1.42
295,BCNV2_ES_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BCNV2_ES_RN,0.0,QSU115,YBOCP2,,,0.0,1.42
296,CNTYRDS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNTYRDS_RN,0.0,QTEN26,YCORDI,,,0.0,1.42
297,COTULLA_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
298,SE_EDINB_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
299,BUDA_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUDA_RN,0.0,QTEN26,YBUDAI,,,0.0,1.42
300,CHISMGRD_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHISMGRD_RN,0.0,QTEN25,YCHISH,,,0.0,1.42
301,DRAK_ESS_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRAK_ESS_RN,150.0,QNRGTX,YMALES,,,150.0,1.42
302,ESCONDID_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESCONDID_ESR,0.0,QTEN30,YREGES,,,0.0,1.42
303,HNY_COMB_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HNY_COMB_RN,61.5,QHEI6,YHONHO,,,61.5,1.42
304,KNAPP_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KNAPP_RN,0.0,QTEN26,YKNAPP,,,0.0,1.42
305,KEG_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KEG_RN,0.0,QEDF27,YSMTX3,,,0.0,1.42
306,LK_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LK_RN,0.0,QPROLO,YESTH5,,,0.0,1.42
307,DA_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
308,DRAK_ESS_ESR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRAK_ESS_RN,100.0,QNRGTX,YMALES,,,100.0,1.42
309,HWY6_ESR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HWY6_RN,0.0,QTEN26,YHWY6,,,0.0,1.42
310,QTUM_SLR_ESR2,0.0,-545.294141591667,0.0,0.0,0.0,0.0,0.0,0.0,-545.294141591667,RN_QTUM_SLR,0.0,QTEN33,YIPQB2,,,0.0,1.42
311,QTUM_SLR_ESR1,0.0,-683.0026183833332,0.0,0.0,0.0,0.0,0.0,0.0,-683.0026183833332,RN_QTUM_SLR,0.0,QTEN33,YIPQB2,,,0.0,1.42
312,DA_ESR3,0.0,-1738.5759883333324,0.0,0.0,0.0,0.0,0.0,0.0,-1738.5759883333324,DA_BESS2,9.9,QSHE16,Vopak Energy Storage Texas,5.0,Damon Storage,5.0,1.94
313,ARY_BESS_ESR1,0.0,-4615.933760158333,0.0,0.0,0.0,0.0,0.0,0.0,-4615.933760158333,ARY_BESS_RN,0.0,QTEN32,YBTCS,,,0.0,1.42
314,SLK_BESS_ESR1,0.0,-5982.597862916666,0.0,0.0,0.0,0.0,0.0,0.0,-5982.597862916666,SLK_BESS_RN,200.0,QTEN34,YMENTB,,,200.0,1.42
315,LYNX_ESS_ESR1,0.0,-6242.015412833332,0.0,0.0,0.0,0.0,0.0,0.0,-6242.015412833332,LYNX_ESS_RN,0.0,QSU101,YCORBS,,,0.0,1.42
316,FERD_ESS_ESR1,0.0,-6695.116745925,0.0,0.0,0.0,0.0,0.0,0.0,-6695.116745925,FERD_ESS_RN,200.0,QCPSE,YCPS,,,200.0,2.51
317,DESN_ESS_ESR1,0.0,-7167.077697325,0.0,0.0,0.0,0.0,0.0,0.0,-7167.077697325,DESN_ESS_RN,200.0,QSUE79,YSUEZ,,,200.0,0.45
318,SOLC_SLR_ESR2,0.0,-8814.166729291668,0.0,0.0,0.0,0.0,0.0,0.0,-8814.166729291668,RN_SOLC_SLR,160.0,QTEN33,YIPQB,,,160.0,1.42
319,GAIA_SLR_ESR1,0.0,-10006.046049133332,0.0,0.0,0.0,0.0,0.0,0.0,-10006.046049133332,GAIA_SLR_RN,76.3,QTEN26,YGAIA,,,76.3,1.42
320,SOLC_SLR_ESR1,0.0,-13215.757466533334,0.0,0.0,0.0,0.0,0.0,0.0,-13215.757466533334,RN_SOLC_SLR,160.0,QTEN33,YIPQB,,,160.0,1.42
321,HEN_ESR1,0.0,-22859.813365424998,0.0,0.0,0.0,0.0,0.0,0.0,-22859.813365424998,HEN_RN,150.0,QECNR,YCROWN,,,150.0,1.75
322,PAD2_ESS_ESR2,0.0,-30519.051983991663,0.0,0.0,0.0,0.0,0.0,0.0,-30519.051983991663,PAD2_ESS_RN,150.0,QCPSE,YCPS,,,150.0,1.42
323,SAH_ESR1,0.0,-30914.842592508332,0.0,0.0,0.0,0.0,0.0,0.0,-30914.842592508332,SAH_RN,200.0,QGFEN,YESTH2,,,200.0,2.07
324,VERT_ESS_ESR1,0.0,-32629.630534916665,0.0,0.0,0.0,0.0,0.0,0.0,-32629.630534916665,VERT_ESS_RN,200.0,QNRGTX,YNRGTX,,,200.0,1.42
325,RHA_ESR1,0.0,-37973.82594934999,0.0,0.0,0.0,0.0,0.0,0.0,-37973.82594934999,RN_RHN_ESR,200.0,QTEN19,YDESTS,,,200.0,1.87
326,SAH_ESR2,0.0,-42480.33170258333,0.0,0.0,0.0,0.0,0.0,0.0,-42480.33170258333,SAH_RN,200.0,QGFEN,YESTH2,,,200.0,2.18
327,HEN_ESR2,0.0,-42556.18911570833,0.0,0.0,0.0,0.0,0.0,0.0,-42556.18911570833,HEN_RN,0.0,QECNR,YEONCR,,,0.0,1.42
